"Census Profile, 2021 Census of Population"
,,,"Vancouver, City (CY) [Census subdivision], British Columbia",,,,,,
"Language spoken most often at home","  Multiple responses",, 37380,"", 17490,"", 19895,"",
"Language spoken most often at home","    English and French",,  1595,"",   795,"",   795,"",
"Language spoken most often at home","    English and non-official language(s)",, 34170,"", 15985,"", 18185,"",
"Language spoken most often at home","    French and non-official language(s)",,   105,"",    50,"",    55,"",
"Language spoken most often at home","    English, French and non-official language(s)",,   315,"",   160,"",   155,"",
"Language spoken most often at home","    Multiple non-official languages",,  1205,"",   505,"",   700,"",
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",42,654830,"",320740,"",334085,"",
"Other language spoken regularly at home","  None",,488985,"",243150,"",245835,"",
"Other language spoken regularly at home","  English",, 57925,"", 27110,"", 30815,"",
"Other language spoken regularly at home","  French",,  6335,"",  3050,"",  3285,"",
"Other language spoken regularly at home","  Non-official language",, 80100,"", 37360,"", 42740,"",
"Other language spoken regularly at home","    Indigenous",39,   245,"",   105,"",   140,"",
"Other language spoken regularly at home","    Non-Indigenous",, 79850,"", 37250,"", 42600,"",
"Other language spoken regularly at home","  English and French",,   515,"",   240,"",   275,"",
"Other language spoken regularly at home","  English and non-official language(s)",,  9025,"",  4175,"",  4850,"",
"Other language spoken regularly at home","  French and non-official language(s)",,  2720,"",  1270,"",  1450,"",
"Other language spoken regularly at home","  English, French and non-official language(s)",,   150,"",    65,"",    85,"",
"Other language spoken regularly at home","  Multiple non-official languages",,  9075,"",  4325,"",  4755,"",
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",43,650385,"",317885,"",332495,"",
"Knowledge of languages","  Official languages",,612560,"",302865,"",309695,"",
"Knowledge of languages","    English",,612215,"",302725,"",309485,"",
"Knowledge of languages","    French",, 60990,"", 27755,"", 33235,"",
"Knowledge of languages","  Non-official languages",,355425,"",163885,"",191540,"",
"Knowledge of languages","    Indigenous languages",39,   595,"",   240,"",   360,"",
"Knowledge of languages","      Algonquian languages",,   235,"",    85,"",   150,"",
"Knowledge of languages","        Blackfoot",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Cree-Innu languages",,   155,"",    55,"",   100,"",
"Knowledge of languages","          Atikamekw",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Cree languages",,   155,"",    55,"",   100,"",
"Knowledge of languages","            Ililimowin (Moose Cree)",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Inu Ayimun (Southern East Cree)",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Iyiyiw-Ayimiwin (Northern East Cree)",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Nehinawewin (Swampy Cree)",,    15,"",     0,"",    10,"",
"Knowledge of languages","            Nehiyawewin (Plains Cree)",,    65,"",    40,"",    30,"",
"Knowledge of languages","            Nihithawiwin (Woods Cree)",,    15,"",     0,"",    10,"",
"Knowledge of languages","            Cree, n.o.s.",,    60,"",    10,"",    50,"",
"Knowledge of languages","          Innu (Montagnais)",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Naskapi",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Eastern Algonquian languages",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Mi'kmaq",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Wolastoqewi (Malecite)",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Ojibway-Potawatomi languages",,    70,"",    25,"",    40,"",
"Knowledge of languages","          Anicinabemowin (Algonquin)",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Oji-Cree",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Ojibway languages",,    55,"",    25,"",    35,"",
"Knowledge of languages","            Anishinaabemowin (Chippewa)",,    15,"",     0,"",    15,"",
"Knowledge of languages","            Daawaamwin (Odawa)",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Saulteau (Western Ojibway)",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Ojibway, n.o.s.",,    35,"",    15,"",    15,"",
"Knowledge of languages","        Algonquian languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Athabaskan languages",,    90,"",    25,"",    65,"",
"Knowledge of languages","        Northern Athabaskan languages",,    75,"",    20,"",    65,"",
"Knowledge of languages","          Dakelh (Carrier)",,    35,"",     0,"",    35,"",
"Knowledge of languages","          Dane-zaa (Beaver)",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Dene, n.o.s.",,    10,"",     0,"",    10,"",
"Knowledge of languages","          Gwich'in",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Slavey-Hare languages",,    10,"",     0,"",    10,"",
"Knowledge of languages","            Deh Gah Ghotie Zhatie (South Slavey)",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Satuotine Yati (North Slavey)",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Slavey, n.o.s.",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Tahltan languages",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Kaska (Nahani)",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Tahltan",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Tlicho (Dogrib)",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Tse'khene (Sekani)",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Tsilhqot'in (Chilcotin)",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Tsuu T'ina (Sarsi)",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Tutchone languages",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Northern Tutchone",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Southern Tutchone",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Tutchone, n.o.s.",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Wetsuwet'en-Babine",,    15,"",     0,"",    10,"",
"Knowledge of languages","        Tlingit",,    10,"",     0,"",     0,"",
"Knowledge of languages","        Athabaskan languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Haida",,    25,"",     0,"",    20,"",
"Knowledge of languages","      Inuktut (Inuit) languages",,    15,"",    10,"",     0,"",
"Knowledge of languages","        Inuinnaqtun (Inuvialuktun)",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Inuinnaqtun",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Inuvialuktun",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Inuktitut",,    15,"",    10,"",     0,"",
"Knowledge of languages","        Inuktut (Inuit) languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Iroquoian languages",,    30,"",    25,"",     0,"",
"Knowledge of languages","        Cayuga",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Mohawk",,    30,"",    25,"",     0,"",
"Knowledge of languages","        Oneida",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Iroquoian languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Ktunaxa (Kutenai)",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Michif",,    20,"",    10,"",    15,"",
"Knowledge of languages","      Salish languages",,    60,"",    30,"",    30,"",
"Knowledge of languages","        Halkomelem",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Lillooet",,    10,"",     0,"",    10,"",
"Knowledge of languages","        Ntlakapamux (Thompson)",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Secwepemctsin (Shuswap)",,    15,"",    15,"",     0,"",
"Knowledge of languages","        Squamish",,    10,"",     0,"",     0,"",
"Knowledge of languages","        Straits",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Syilx (Okanagan)",,    20,"",     0,"",    10,"",
"Knowledge of languages","        Salish languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Siouan languages",,    10,"",     0,"",    10,"",
"Knowledge of languages","        Assiniboine",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Dakota",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Stoney",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Siouan languages, n.i.e.",,    10,"",     0,"",     0,"",
"Knowledge of languages","      Tsimshian languages",,    55,"",    35,"",    20,"",
"Knowledge of languages","        Gitxsan (Gitksan)",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Nisga'a",,    30,"",    15,"",    15,"",
"Knowledge of languages","        Tsimshian",,    25,"",    15,"",    10,"",
"Knowledge of languages","      Wakashan languages",,    55,"",    15,"",    45,"",
"Knowledge of languages","        Haisla",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Heiltsuk",,    20,"",    10,"",    15,"",
"Knowledge of languages","        Kwak'wala (Kwakiutl)",,    20,"",     0,"",    15,"",
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Wakashan languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Indigenous languages, n.i.e.",,    25,"",     0,"",    20,"",
"Knowledge of languages","      Indigenous languages, n.o.s.",,    10,"",     0,"",    10,"",
"Knowledge of languages","    Non-Indigenous languages",,354885,"",163680,"",191205,"",
"Knowledge of languages","      Afro-Asiatic languages",,  8650,"",  4705,"",  3940,"",
"Knowledge of languages","        Berber languages",,    40,"",    25,"",    15,"",
"Knowledge of languages","          Kabyle",,    35,"",    25,"",    10,"",
"Knowledge of languages","          Tamazight",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Berber languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Chadic languages",,    35,"",    25,"",    10,"",
"Knowledge of languages","          Hausa",,    25,"",    20,"",    10,"",
"Knowledge of languages","          Mina",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Coptic",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Cushitic languages",,   385,"",   205,"",   180,"",
"Knowledge of languages","          Bilen",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Oromo",,   145,"",    75,"",    70,"",
"Knowledge of languages","          Somali",,   240,"",   130,"",   110,"",
"Knowledge of languages","          Cushitic languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Semitic languages",,  8300,"",  4525,"",  3775,"",
"Knowledge of languages","          Amharic",,   470,"",   250,"",   220,"",
"Knowledge of languages","          Arabic",,  4900,"",  2855,"",  2045,"",
"Knowledge of languages","          Aramaic languages",,    70,"",    45,"",    30,"",
"Knowledge of languages","            Assyrian Neo-Aramaic",,    15,"",    10,"",    10,"",
"Knowledge of languages","            Chaldean Neo-Aramaic",,    45,"",    20,"",    25,"",
"Knowledge of languages","            Aramaic, n.o.s.",,    10,"",    10,"",     0,"",
"Knowledge of languages","          Harari",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Hebrew",,  2815,"",  1360,"",  1455,"",
"Knowledge of languages","          Maltese",,    20,"",    20,"",     0,"",
"Knowledge of languages","          Tigrigna",,   305,"",   140,"",   170,"",
"Knowledge of languages","          Semitic languages, n.i.e.",,    15,"",    10,"",     0,"",
"Knowledge of languages","      Austro-Asiatic languages",, 15195,"",  6795,"",  8395,"",
"Knowledge of languages","        Khmer (Cambodian)",,   325,"",   155,"",   180,"",
"Knowledge of languages","        Vietnamese",, 14905,"",  6665,"",  8240,"",
"Knowledge of languages","        Austro-Asiatic languages, n.i.e",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Austronesian languages",, 33950,"", 13630,"", 20320,"",
"Knowledge of languages","        Bikol",,   170,"",    80,"",    90,"",
"Knowledge of languages","        Bisaya, n.o.s.",,   245,"",    80,"",   160,"",
"Knowledge of languages","        Cebuano",,  1060,"",   435,"",   630,"",
"Knowledge of languages","        Fijian",,   160,"",    60,"",   100,"",
"Knowledge of languages","        Hiligaynon",,   885,"",   320,"",   560,"",
"Knowledge of languages","        Ilocano",,  3295,"",  1355,"",  1935,"",
"Knowledge of languages","        Indonesian",,  1805,"",   880,"",   925,"",
"Knowledge of languages","        Kankanaey",,    75,"",    30,"",    45,"",
"Knowledge of languages","        Kinaray-a",,    70,"",    25,"",    45,"",
"Knowledge of languages","        Malagasy languages",,    15,"",    10,"",    10,"",
"Knowledge of languages","          Merina",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Malagasy, n.o.s.",,    10,"",     0,"",    10,"",
"Knowledge of languages","        Malay",,   815,"",   420,"",   395,"",
"Knowledge of languages","        Pampangan (Kapampangan, Pampango)",,   300,"",   135,"",   165,"",
"Knowledge of languages","        Pangasinan",,   230,"",    80,"",   150,"",
"Knowledge of languages","        Tagalog (Pilipino, Filipino)",, 30430,"", 11955,"", 18480,"",
"Knowledge of languages","        Waray-Waray",,   160,"",    45,"",   110,"",
"Knowledge of languages","        Austronesian languages, n.i.e.",,   680,"",   280,"",   400,"",
"Knowledge of languages","      Creole languages",,   320,"",   185,"",   130,"",
"Knowledge of languages","        Haitian Creole",,    65,"",    40,"",    30,"",
"Knowledge of languages","        Jamaican English Creole",,    15,"",     0,"",    15,"",
"Knowledge of languages","        Krio",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Morisyen",,    50,"",    35,"",    15,"",
"Knowledge of languages","        Sango",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Creole, n.o.s.",,   100,"",    60,"",    35,"",
"Knowledge of languages","        Creole languages, n.i.e.",,    75,"",    45,"",    35,"",
"Knowledge of languages","      Dravidian languages",,  4730,"",  2670,"",  2055,"",
"Knowledge of languages","        Kannada",,   330,"",   195,"",   140,"",
"Knowledge of languages","        Malayalam",,   965,"",   565,"",   400,"",
"Knowledge of languages","        Tamil",,  2670,"",  1430,"",  1240,"",
"Knowledge of languages","        Telugu",,  1110,"",   690,"",   415,"",
"Knowledge of languages","        Tulu",,    50,"",    30,"",    15,"",
"Knowledge of languages","        Dravidian languages, n.i.e.",,    10,"",     0,"",     0,"",
"Knowledge of languages","      Georgian",,    40,"",    30,"",    10,"",
"Knowledge of languages","      Hmong-Mien languages",,     0,"",     0,"",     0,"",
"Knowledge of languages","      Indo-European languages",,129460,"", 63750,"", 65710,"",
"Knowledge of languages","        Albanian",,   225,"",   120,"",   110,"",
"Knowledge of languages","        Armenian",,   355,"",   170,"",   185,"",
"Knowledge of languages","        Balto-Slavic languages",, 18335,"",  8490,"",  9850,"",
"Knowledge of languages","        Baltic languages",,   295,"",   110,"",   190,"",
"Knowledge of languages","            Latvian",,   130,"",    45,"",    85,"",
"Knowledge of languages","            Lithuanian",,   165,"",    65,"",   105,"",
"Knowledge of languages","          Slavic languages",, 18105,"",  8425,"",  9685,"",
"Knowledge of languages","            Belarusian",,    55,"",    20,"",    35,"",
"Knowledge of languages","            Bulgarian",,   510,"",   245,"",   265,"",
"Knowledge of languages","            Czech",,  1435,"",   725,"",   710,"",
"Knowledge of languages","            Macedonian",,   105,"",    60,"",    50,"",
"Knowledge of languages","            Polish",,  3085,"",  1445,"",  1640,"",
"Knowledge of languages","            Russian",,  7620,"",  3365,"",  4255,"",
"Knowledge of languages","            Rusyn",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Serbo-Croatian",,  4660,"",  2245,"",  2415,"",
"Knowledge of languages","              Bosnian",,   875,"",   385,"",   490,"",
"Knowledge of languages","              Croatian",,  2010,"",   935,"",  1070,"",
"Knowledge of languages","              Serbian",,  2975,"",  1470,"",  1505,"",
"Knowledge of languages","              Serbo-Croatian, n.i.e.",,   140,"",    65,"",    70,"",
"Knowledge of languages","            Slovak",,   825,"",   400,"",   430,"",
"Knowledge of languages","            Slovene (Slovenian)",,   205,"",   105,"",    95,"",
"Knowledge of languages","            Ukrainian",,  1945,"",   860,"",  1085,"",
"Knowledge of languages","            Slavic languages, n.i.e.",,    10,"",     0,"",     0,"",
"Knowledge of languages","        Celtic languages",,  1255,"",   685,"",   565,"",
"Knowledge of languages","          Irish",,  1035,"",   565,"",   470,"",
"Knowledge of languages","          Scottish Gaelic",,    35,"",    20,"",    15,"",
"Knowledge of languages","          Welsh",,   130,"",    75,"",    60,"",
"Knowledge of languages","          Celtic languages, n.i.e.",,    50,"",    30,"",    15,"",
"Knowledge of languages","        Germanic languages",, 15535,"",  7665,"",  7865,"",
"Knowledge of languages","          Frisian",,    25,"",    10,"",    15,"",
"Knowledge of languages","          High German languages",, 11430,"",  5660,"",  5770,"",
"Knowledge of languages","            German",, 11050,"",  5480,"",  5565,"",
"Knowledge of languages","            Pennsylvania German",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Swiss German",,   330,"",   145,"",   185,"",
"Knowledge of languages","            Yiddish",,   240,"",   115,"",   125,"",
"Knowledge of languages","          Low Saxon-Low Franconian languages",,  2895,"",  1560,"",  1335,"",
"Knowledge of languages","            Afrikaans",,  1015,"",   565,"",   445,"",
"Knowledge of languages","            Dutch",,  1860,"",   965,"",   900,"",
"Knowledge of languages","            Low German, n.o.s.",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Low Saxon",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Plautdietsch",,    30,"",    20,"",    10,"",
"Knowledge of languages","            Vlaams (Flemish)",,    70,"",    40,"",    30,"",
"Knowledge of languages","          Scandinavian languages",,  1805,"",   785,"",  1020,"",
"Knowledge of languages","            Danish",,   565,"",   280,"",   285,"",
"Knowledge of languages","            Icelandic",,    40,"",    20,"",    20,"",
"Knowledge of languages","            Norwegian",,   405,"",   145,"",   260,"",
"Knowledge of languages","            Swedish",,   910,"",   395,"",   510,"",
"Knowledge of languages","          Germanic languages, n.i.e.",,    35,"",    35,"",     0,"",
"Knowledge of languages","        Greek",,  3055,"",  1555,"",  1500,"",
"Knowledge of languages","        Indo-Iranian languages",, 45935,"", 23365,"", 22570,"",
"Knowledge of languages","          Indo-Aryan languages",, 33070,"", 16905,"", 16165,"",
"Knowledge of languages","            Assamese",,    15,"",    10,"",    10,"",
"Knowledge of languages","            Bengali",,  1675,"",   950,"",   725,"",
"Knowledge of languages","            Gujarati",,  1840,"",   895,"",   935,"",
"Knowledge of languages","            Hindi",, 15025,"",  7830,"",  7190,"",
"Knowledge of languages","            Kacchi",,   405,"",   165,"",   245,"",
"Knowledge of languages","            Kashmiri",,    20,"",    15,"",     0,"",
"Knowledge of languages","            Konkani",,   150,"",    95,"",    55,"",
"Knowledge of languages","            Marathi",,   665,"",   385,"",   280,"",
"Knowledge of languages","            Nepali",,   325,"",   185,"",   140,"",
"Knowledge of languages","            Oriya languages",,    50,"",    30,"",    20,"",
"Knowledge of languages","              Odia",,    30,"",    20,"",    10,"",
"Knowledge of languages","              Oriya, n.o.s.",,    20,"",    15,"",    10,"",
"Knowledge of languages","            Punjabi (Panjabi)",, 19130,"",  9570,"",  9555,"",
"Knowledge of languages","            Rohingya",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Sindhi",,    75,"",    30,"",    45,"",
"Knowledge of languages","            Sinhala (Sinhalese)",,   610,"",   275,"",   340,"",
"Knowledge of languages","            Urdu",,  2515,"",  1460,"",  1055,"",
"Knowledge of languages","            Indo-Aryan languages, n.i.e.",,   250,"",   115,"",   140,"",
"Knowledge of languages","          Iranian languages",, 13100,"",  6615,"",  6485,"",
"Knowledge of languages","            Baluchi",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Kurdish",,   800,"",   425,"",   370,"",
"Knowledge of languages","            Parsi",,    50,"",    25,"",    20,"",
"Knowledge of languages","            Pashto",,   230,"",   160,"",    70,"",
"Knowledge of languages","            Persian languages",, 12330,"",  6185,"",  6145,"",
"Knowledge of languages","              Dari",,   575,"",   255,"",   320,"",
"Knowledge of languages","              Iranian Persian",, 10805,"",  5425,"",  5370,"",
"Knowledge of languages","              Persian (Farsi), n.o.s.",,  1050,"",   540,"",   505,"",
"Knowledge of languages","            Iranian languages, n.i.e.",,    20,"",    15,"",     0,"",
"Knowledge of languages","          Indo-Iranian languages, n.i.e.",,    55,"",    30,"",    25,"",
"Knowledge of languages","        Italic (Romance) languages",, 50560,"", 24575,"", 25980,"",
"Knowledge of languages","          Catalan",,   280,"",   140,"",   140,"",
"Knowledge of languages","          Italian",,  7740,"",  3710,"",  4030,"",
"Knowledge of languages","          Portuguese",,  8715,"",  4260,"",  4460,"",
"Knowledge of languages","          Romanian",,  1475,"",   690,"",   780,"",
"Knowledge of languages","          Spanish",, 36500,"", 17885,"", 18615,"",
"Knowledge of languages","          Italic (Romance) languages, n.i.e.",,    95,"",    50,"",    50,"",
"Knowledge of languages","        Indo-European languages, n.i.e.",,   100,"",    55,"",    45,"",
"Knowledge of languages","      Japanese",, 12075,"",  4980,"",  7100,"",
"Knowledge of languages","      Korean",, 10480,"",  4270,"",  6210,"",
"Knowledge of languages","      Mongolian",,   210,"",    95,"",   120,"",
"Knowledge of languages","      Niger-Congo languages",,  1395,"",   750,"",   645,"",
"Knowledge of languages","        Akan (Twi)",,    90,"",    50,"",    35,"",
"Knowledge of languages","        Bamanankan",,    10,"",    10,"",     0,"",
"Knowledge of languages","        Edo",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Éwé",,    40,"",    10,"",    25,"",
"Knowledge of languages","        Fulah (Pular, Pulaar, Fulfulde)",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Ga",,    15,"",    10,"",     0,"",
"Knowledge of languages","        Ganda",,    75,"",    40,"",    35,"",
"Knowledge of languages","        Gikuyu",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Igbo",,    70,"",    35,"",    40,"",
"Knowledge of languages","        Kinyarwanda (Rwanda)",,    70,"",    40,"",    30,"",
"Knowledge of languages","        Lingala",,    25,"",    10,"",    10,"",
"Knowledge of languages","        Luba-Kasai",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Mòoré",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Mwani",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Ndebele",,    20,"",    10,"",     0,"",
"Knowledge of languages","        Rundi (Kirundi)",,    65,"",    30,"",    35,"",
"Knowledge of languages","        Shona",,    90,"",    40,"",    50,"",
"Knowledge of languages","        Soninke",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Sotho-Tswana languages",,    10,"",    10,"",     0,"",
"Knowledge of languages","        Swahili",,   610,"",   350,"",   265,"",
"Knowledge of languages","        Wojenaka",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Wolof",,    30,"",    15,"",    15,"",
"Knowledge of languages","        Yoruba",,   150,"",    80,"",    65,"",
"Knowledge of languages","        Niger-Congo languages, n.i.e.",,   220,"",   150,"",    70,"",
"Knowledge of languages","      Nilo-Saharan languages",,   105,"",    55,"",    50,"",
"Knowledge of languages","        Dinka",,    15,"",     0,"",     0,"",
"Knowledge of languages","        Nuer",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Nilo-Saharan languages, n.i.e.",,    80,"",    50,"",    30,"",
"Knowledge of languages","        African, n.o.s.",,    35,"",    25,"",    10,"",
"Knowledge of languages","      Sign languages",,   775,"",   320,"",   455,"",
"Knowledge of languages","        American Sign Language",,   700,"",   280,"",   415,"",
"Knowledge of languages","        Quebec Sign Language",,     0,"",     0,"",     0,"",
"Knowledge of languages","        Sign languages, n.i.e.",,   105,"",    45,"",    60,"",
"Knowledge of languages","      Sino-Tibetan languages",,148095,"", 66600,"", 81490,"",
"Knowledge of languages","        Chinese languages",,147655,"", 66365,"", 81285,"",
"Knowledge of languages","          Hakka",,   970,"",   495,"",   470,"",
"Knowledge of languages","          Mandarin",, 74695,"", 32335,"", 42355,"",
"Knowledge of languages","          Min Dong",,    65,"",    25,"",    45,"",
"Knowledge of languages","          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,  5810,"",  2440,"",  3370,"",
"Knowledge of languages","          Wu (Shanghainese)",,  1270,"",   520,"",   745,"",
"Knowledge of languages","          Yue (Cantonese)",, 96965,"", 44045,"", 52915,"",
"Knowledge of languages","          Chinese, n.o.s.",,   740,"",   325,"",   415,"",
"Knowledge of languages","          Chinese languages, n.i.e.",,    50,"",    35,"",    15,"",
"Knowledge of languages","        Tibeto-Burman languages",,   530,"",   285,"",   245,"",
"Knowledge of languages","          Burmese",,   365,"",   200,"",   170,"",
"Knowledge of languages","          Kuki-Chin languages",,    60,"",    20,"",    40,"",
"Knowledge of languages","          Karenic languages",,     0,"",     0,"",     0,"",
"Knowledge of languages","            S'gaw Karen",,     0,"",     0,"",     0,"",
"Knowledge of languages","            Karenic languages, n.i.e.",,     0,"",     0,"",     0,"",
"Knowledge of languages","          Tibetan",,    85,"",    45,"",    45,"",
"Knowledge of languages","          Tibeto-Burman languages, n.i.e.",,    50,"",    35,"",    20,"",
"Knowledge of languages","        Sino-Tibetan languages, n.i.e.",,    25,"",    10,"",    15,"",
"Knowledge of languages","      Tai-Kadai languages",,  1545,"",   610,"",   930,"",
"Knowledge of languages","        Lao",,   150,"",    65,"",    85,"",
"Knowledge of languages","        Thai",,  1380,"",   535,"",   850,"",
"Knowledge of languages","        Tai-Kadai languages, n.i.e.",,    50,"",    20,"",    30,"",
"Knowledge of languages","      Turkic languages",,  2785,"",  1385,"",  1395,"",
"Knowledge of languages","        Azerbaijani",,   370,"",   185,"",   190,"",
"Knowledge of languages","        Kazakh",,    65,"",    10,"",    55,"",
"Knowledge of languages","        Turkish",,  2500,"",  1270,"",  1230,"",
"Knowledge of languages","        Uyghur",,    15,"",     0,"",    10,"",
"Knowledge of languages","        Uzbek",,    40,"",    20,"",    20,"",
"Knowledge of languages","        Turkic languages, n.i.e.",,    50,"",    30,"",    20,"",
"Knowledge of languages","      Uralic languages",,  1805,"",   835,"",   970,"",
"Knowledge of languages","        Estonian",,   140,"",    60,"",    85,"",
"Knowledge of languages","        Finnish",,   385,"",   175,"",   215,"",
"Knowledge of languages","        Hungarian",,  1285,"",   610,"",   675,"",
"Knowledge of languages","      Other languages, n.i.e.",,    85,"",    45,"",    35,"",
"Indigenous population","Total - Indigenous identity for the population in private households - 25% sample data",44,650380,"",317885,"",332495,"",
"Indigenous population","  Indigenous identity",45, 14660,"",  7175,"",  7485,"",
"Indigenous population","    Single Indigenous responses",46, 13940,"",  6845,"",  7090,"",
"Indigenous population","      First Nations (North American Indian)",,  9335,"",  4590,"",  4745,"",
"Indigenous population","      Métis",,  4465,"",  2195,"",  2265,"",
"Indigenous population","      Inuk (Inuit)",,   140,"",    60,"",    80,"",
"Indigenous population","    Multiple Indigenous responses",47,   380,"",   185,"",   190,"",
"Indigenous population","    Indigenous responses not included elsewhere",48,   335,"",   135,"",   200,"",
"Indigenous population","  Non-Indigenous identity",,635720,"",310715,"",325010,"",
"Indigenous population","Total - Registered or Treaty Indian status for the population in private households - 25% sample data",44,650380,"",317885,"",332495,"",
"Indigenous population","  Registered or Treaty Indian",49,  7005,"",  3485,"",  3520,"",
"Indigenous population","  Not a Registered or Treaty Indian",,643375,"",314395,"",328975,"",
"Household characteristics","Total - Private households by tenure - 25% sample data",50,305335,"",,"...",,"...",
"Household characteristics","  Owner",,138845,"",,"...",,"...",
"Household characteristics","  Renter",,166490,"",,"...",,"...",
"Household characteristics","  Dwelling provided by the local government, First Nation or Indian band",,     0,"",,"...",,"...",
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",51,305335,"",,"...",,"...",
"Household characteristics","  Condominium",,112105,"",,"...",,"...",
"Household characteristics","  Not condominium",,193235,"",,"...",,"...",
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",52,305335,"",,"...",,"...",
"Household characteristics","  No bedrooms",, 13860,"",,"...",,"...",
"Household characteristics","  1 bedroom",,111060,"",,"...",,"...",
"Household characteristics","  2 bedrooms",, 84935,"",,"...",,"...",
"Household characteristics","  3 bedrooms",, 42445,"",,"...",,"...",
"Household characteristics","  4 or more bedrooms",, 53045,"",,"...",,"...",
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",53,305335,"",,"...",,"...",
